PERSON_TYPE,PER,ORIG_PURPOSE,QUANTITY
CHILD TOO YOUNG FOR SCHOOL,18,OTHER MAINTENANCE,12748
CHILD TOO YOUNG FOR SCHOOL,18,SCHOOL,200931
CHILD TOO YOUNG FOR SCHOOL,18,SHOPPING,8284
CHILD TOO YOUNG FOR SCHOOL,18,SOCIAL,7654
CHILD TOO YOUNG FOR SCHOOL,19,EATOUT,2606
CHILD TOO YOUNG FOR SCHOOL,19,ESCORT,9568
CHILD TOO YOUNG FOR SCHOOL,19,HOME,240444
CHILD TOO YOUNG FOR SCHOOL,19,OTHER DISCRETIONARY,12265
CHILD TOO YOUNG FOR SCHOOL,19,OTHER MAINTENANCE,12532
CHILD TOO YOUNG FOR SCHOOL,19,SCHOOL,200541
CHILD TOO YOUNG FOR SCHOOL,19,SHOPPING,8415
CHILD TOO YOUNG FOR SCHOOL,19,SOCIAL,7969
CHILD TOO YOUNG FOR SCHOOL,20,EATOUT,3065
CHILD TOO YOUNG FOR SCHOOL,20,ESCORT,9968
CHILD TOO YOUNG FOR SCHOOL,20,HOME,240946
CHILD TOO YOUNG FOR SCHOOL,20,OTHER DISCRETIONARY,11702
CHILD TOO YOUNG FOR SCHOOL,20,OTHER MAINTENANCE,12119
CHILD TOO YOUNG FOR SCHOOL,20,SCHOOL,199878
CHILD TOO YOUNG FOR SCHOOL,20,SHOPPING,8323
CHILD TOO YOUNG FOR SCHOOL,20,SOCIAL,8176
CHILD TOO YOUNG FOR SCHOOL,21,EATOUT,3025
CHILD TOO YOUNG FOR SCHOOL,21,ESCORT,10542
CHILD TOO YOUNG FOR SCHOOL,21,HOME,242380
CHILD TOO YOUNG FOR SCHOOL,21,OTHER DISCRETIONARY,11317
CHILD TOO YOUNG FOR SCHOOL,21,OTHER MAINTENANCE,12021
CHILD TOO YOUNG FOR SCHOOL,21,SCHOOL,198972
CHILD TOO YOUNG FOR SCHOOL,21,SHOPPING,8080
CHILD TOO YOUNG FOR SCHOOL,21,SOCIAL,8318
CHILD TOO YOUNG FOR SCHOOL,22,EATOUT,2692
CHILD TOO YOUNG FOR SCHOOL,22,ESCORT,12015
CHILD TOO YOUNG FOR SCHOOL,22,HOME,243768
CHILD TOO YOUNG FOR SCHOOL,22,OTHER DISCRETIONARY,11110
CHILD TOO YOUNG FOR SCHOOL,22,OTHER MAINTENANCE,12013
CHILD TOO YOUNG FOR SCHOOL,22,SCHOOL,197591
CHILD TOO YOUNG FOR SCHOOL,22,SHOPPING,8028
CHILD TOO YOUNG FOR SCHOOL,22,SOCIAL,8559
CHILD TOO YOUNG FOR SCHOOL,23,EATOUT,2478
CHILD TOO YOUNG FOR SCHOOL,23,ESCORT,17400
CHILD TOO YOUNG FOR SCHOOL,23,HOME,245088
CHILD TOO YOUNG FOR SCHOOL,23,OTHER DISCRETIONARY,11092
CHILD TOO YOUNG FOR SCHOOL,23,OTHER MAINTENANCE,12562
CHILD TOO YOUNG FOR SCHOOL,23,SCHOOL,195554
CHILD TOO YOUNG FOR SCHOOL,23,SHOPPING,8734
CHILD TOO YOUNG FOR SCHOOL,23,SOCIAL,8989
CHILD TOO YOUNG FOR SCHOOL,24,EATOUT,2348
CHILD TOO YOUNG FOR SCHOOL,24,ESCORT,24727
CHILD TOO YOUNG FOR SCHOOL,24,HOME,251316
CHILD TOO YOUNG FOR SCHOOL,24,OTHER DISCRETIONARY,11254
CHILD TOO YOUNG FOR SCHOOL,24,OTHER MAINTENANCE,12976
CHILD TOO YOUNG FOR SCHOOL,24,SCHOOL,191506
CHILD TOO YOUNG FOR SCHOOL,24,SHOPPING,9584
CHILD TOO YOUNG FOR SCHOOL,24,SOCIAL,9549
CHILD TOO YOUNG FOR SCHOOL,25,EATOUT,2398
CHILD TOO YOUNG FOR SCHOOL,25,ESCORT,23697
CHILD TOO YOUNG FOR SCHOOL,25,HOME,270724
CHILD TOO YOUNG FOR SCHOOL,25,OTHER DISCRETIONARY,11557
CHILD TOO YOUNG FOR SCHOOL,25,OTHER MAINTENANCE,12747
CHILD TOO YOUNG FOR SCHOOL,25,SCHOOL,169816
CHILD TOO YOUNG FOR SCHOOL,25,SHOPPING,9818
CHILD TOO YOUNG FOR SCHOOL,25,SOCIAL,9915
CHILD TOO YOUNG FOR SCHOOL,26,EATOUT,2678
CHILD TOO YOUNG FOR SCHOOL,26,ESCORT,23411
CHILD TOO YOUNG FOR SCHOOL,26,HOME,292515
CHILD TOO YOUNG FOR SCHOOL,26,OTHER DISCRETIONARY,12200
CHILD TOO YOUNG FOR SCHOOL,26,OTHER MAINTENANCE,13609
CHILD TOO YOUNG FOR SCHOOL,26,SCHOOL,150837
CHILD TOO YOUNG FOR SCHOOL,26,SHOPPING,10322
CHILD TOO YOUNG FOR SCHOOL,26,SOCIAL,10514
CHILD TOO YOUNG FOR SCHOOL,27,EATOUT,2882
CHILD TOO YOUNG FOR SCHOOL,27,ESCORT,20929
CHILD TOO YOUNG FOR SCHOOL,27,HOME,320050
CHILD TOO YOUNG FOR SCHOOL,27,OTHER DISCRETIONARY,12806
CHILD TOO YOUNG FOR SCHOOL,27,OTHER MAINTENANCE,13739
CHILD TOO YOUNG FOR SCHOOL,27,SCHOOL,122827
CHILD TOO YOUNG FOR SCHOOL,27,SHOPPING,10560
CHILD TOO YOUNG FOR SCHOOL,27,SOCIAL,10776
CHILD TOO YOUNG FOR SCHOOL,28,EATOUT,2975
CHILD TOO YOUNG FOR SCHOOL,28,ESCORT,17652
CHILD TOO YOUNG FOR SCHOOL,28,HOME,350338
CHILD TOO YOUNG FOR SCHOOL,28,OTHER DISCRETIONARY,13083
CHILD TOO YOUNG FOR SCHOOL,28,OTHER MAINTENANCE,13079
CHILD TOO YOUNG FOR SCHOOL,28,SCHOOL,92073
CHILD TOO YOUNG FOR SCHOOL,28,SHOPPING,10170
CHILD TOO YOUNG FOR SCHOOL,28,SOCIAL,10307
CHILD TOO YOUNG FOR SCHOOL,29,EATOUT,3211
CHILD TOO YOUNG FOR SCHOOL,29,ESCORT,13902
CHILD TOO YOUNG FOR SCHOOL,29,HOME,371706
CHILD TOO YOUNG FOR SCHOOL,29,OTHER DISCRETIONARY,16437
CHILD TOO YOUNG FOR SCHOOL,29,OTHER MAINTENANCE,12316
CHILD TOO YOUNG FOR SCHOOL,29,SCHOOL,69716
CHILD TOO YOUNG FOR SCHOOL,29,SHOPPING,10165
CHILD TOO YOUNG FOR SCHOOL,29,SOCIAL,10457
CHILD TOO YOUNG FOR SCHOOL,30,EATOUT,4013
CHILD TOO YOUNG FOR SCHOOL,30,ESCORT,11740
CHILD TOO YOUNG FOR SCHOOL,30,HOME,379049
CHILD TOO YOUNG FOR SCHOOL,30,OTHER DISCRETIONARY,20784
CHILD TOO YOUNG FOR SCHOOL,30,OTHER MAINTENANCE,12041
CHILD TOO YOUNG FOR SCHOOL,30,SCHOOL,58492
CHILD TOO YOUNG FOR SCHOOL,30,SHOPPING,10957
CHILD TOO YOUNG FOR SCHOOL,30,SOCIAL,10736
CHILD TOO YOUNG FOR SCHOOL,31,EATOUT,5269
CHILD TOO YOUNG FOR SCHOOL,31,ESCORT,9880
CHILD TOO YOUNG FOR SCHOOL,31,HOME,385509
CHILD TOO YOUNG FOR SCHOOL,31,OTHER DISCRETIONARY,26028
CHILD TOO YOUNG FOR SCHOOL,31,OTHER MAINTENANCE,11160
CHILD TOO YOUNG FOR SCHOOL,31,SCHOOL,48866
CHILD TOO YOUNG FOR SCHOOL,31,SHOPPING,10977
CHILD TOO YOUNG FOR SCHOOL,31,SOCIAL,11326
CHILD TOO YOUNG FOR SCHOOL,32,EATOUT,6614
CHILD TOO YOUNG FOR SCHOOL,32,ESCORT,9013
CHILD TOO YOUNG FOR SCHOOL,32,HOME,391043
CHILD TOO YOUNG FOR SCHOOL,32,OTHER DISCRETIONARY,31275
CHILD TOO YOUNG FOR SCHOOL,32,OTHER MAINTENANCE,12469
CHILD TOO YOUNG FOR SCHOOL,32,SCHOOL,38388
CHILD TOO YOUNG FOR SCHOOL,32,SHOPPING,11264
CHILD TOO YOUNG FOR SCHOOL,32,SOCIAL,11811
CHILD TOO YOUNG FOR SCHOOL,33,EATOUT,7788
CHILD TOO YOUNG FOR SCHOOL,33,ESCORT,8939
CHILD TOO YOUNG FOR SCHOOL,33,HOME,391422
CHILD TOO YOUNG FOR SCHOOL,33,OTHER DISCRETIONARY,34055
CHILD TOO YOUNG FOR SCHOOL,33,OTHER MAINTENANCE,12928
CHILD TOO YOUNG FOR SCHOOL,33,SCHOOL,29453
CHILD TOO YOUNG FOR SCHOOL,33,SHOPPING,11625
CHILD TOO YOUNG FOR SCHOOL,33,SOCIAL,12182
CHILD TOO YOUNG FOR SCHOOL,34,EATOUT,8093
CHILD TOO YOUNG FOR SCHOOL,34,ESCORT,8133
CHILD TOO YOUNG FOR SCHOOL,34,HOME,396344
CHILD TOO YOUNG FOR SCHOOL,34,OTHER DISCRETIONARY,33039
CHILD TOO YOUNG FOR SCHOOL,34,OTHER MAINTENANCE,12106
CHILD TOO YOUNG FOR SCHOOL,34,SCHOOL,22147
CHILD TOO YOUNG FOR SCHOOL,34,SHOPPING,10970
CHILD TOO YOUNG FOR SCHOOL,34,SOCIAL,11501
CHILD TOO YOUNG FOR SCHOOL,35,EATOUT,7383
CHILD TOO YOUNG FOR SCHOOL,35,ESCORT,7113
CHILD TOO YOUNG FOR SCHOOL,35,HOME,406119
CHILD TOO YOUNG FOR SCHOOL,35,OTHER DISCRETIONARY,29087
CHILD TOO YOUNG FOR SCHOOL,35,OTHER MAINTENANCE,10815
CHILD TOO YOUNG FOR SCHOOL,35,SCHOOL,16338
CHILD TOO YOUNG FOR SCHOOL,35,SHOPPING,10156
CHILD TOO YOUNG FOR SCHOOL,35,SOCIAL,10639
CHILD TOO YOUNG FOR SCHOOL,36,EATOUT,5730
CHILD TOO YOUNG FOR SCHOOL,36,ESCORT,5896
CHILD TOO YOUNG FOR SCHOOL,36,HOME,419652
CHILD TOO YOUNG FOR SCHOOL,36,OTHER DISCRETIONARY,22958
CHILD TOO YOUNG FOR SCHOOL,36,OTHER MAINTENANCE,8633
CHILD TOO YOUNG FOR SCHOOL,36,SCHOOL,11897
CHILD TOO YOUNG FOR SCHOOL,36,SHOPPING,8649
CHILD TOO YOUNG FOR SCHOOL,36,SOCIAL,9525
CHILD TOO YOUNG FOR SCHOOL,37,EATOUT,4382
CHILD TOO YOUNG FOR SCHOOL,37,ESCORT,4188
CHILD TOO YOUNG FOR SCHOOL,37,HOME,433975
CHILD TOO YOUNG FOR SCHOOL,37,OTHER DISCRETIONARY,16251
CHILD TOO YOUNG FOR SCHOOL,37,OTHER MAINTENANCE,6237
CHILD TOO YOUNG FOR SCHOOL,37,SCHOOL,8841
CHILD TOO YOUNG FOR SCHOOL,37,SHOPPING,6276
CHILD TOO YOUNG FOR SCHOOL,37,SOCIAL,8355
CHILD TOO YOUNG FOR SCHOOL,38,EATOUT,3367
CHILD TOO YOUNG FOR SCHOOL,38,ESCORT,3144
CHILD TOO YOUNG FOR SCHOOL,38,HOME,445849
CHILD TOO YOUNG FOR SCHOOL,38,OTHER DISCRETIONARY,11514
CHILD TOO YOUNG FOR SCHOOL,38,OTHER MAINTENANCE,4742
CHILD TOO YOUNG FOR SCHOOL,38,SCHOOL,6829
CHILD TOO YOUNG FOR SCHOOL,38,SHOPPING,4042
CHILD TOO YOUNG FOR SCHOOL,38,SOCIAL,7273
CHILD TOO YOUNG FOR SCHOOL,39,EATOUT,2282
CHILD TOO YOUNG FOR SCHOOL,39,ESCORT,2278
CHILD TOO YOUNG FOR SCHOOL,39,HOME,454507
CHILD TOO YOUNG FOR SCHOOL,39,OTHER DISCRETIONARY,7831
CHILD TOO YOUNG FOR SCHOOL,39,OTHER MAINTENANCE,3373
CHILD TOO YOUNG FOR SCHOOL,39,SCHOOL,5390
CHILD TOO YOUNG FOR SCHOOL,39,SHOPPING,3005
CHILD TOO YOUNG FOR SCHOOL,39,SOCIAL,5556
CHILD TOO YOUNG FOR SCHOOL,40,EATOUT,1456
CHILD TOO YOUNG FOR SCHOOL,40,ESCORT,1578
CHILD TOO YOUNG FOR SCHOOL,40,HOME,461951
CHILD TOO YOUNG FOR SCHOOL,40,OTHER DISCRETIONARY,4810
CHILD TOO YOUNG FOR SCHOOL,40,OTHER MAINTENANCE,2539
CHILD TOO YOUNG FOR SCHOOL,40,SCHOOL,4481
CHILD TOO YOUNG FOR SCHOOL,40,SHOPPING,1936
CHILD TOO YOUNG FOR SCHOOL,40,SOCIAL,4039
CHILD TOO YOUNG FOR SCHOOL,41,EATOUT,740
CHILD TOO YOUNG FOR SCHOOL,41,ESCORT,1197
CHILD TOO YOUNG FOR SCHOOL,41,HOME,466784
CHILD TOO YOUNG FOR SCHOOL,41,OTHER DISCRETIONARY,3277
CHILD TOO YOUNG FOR SCHOOL,41,OTHER MAINTENANCE,1831
CHILD TOO YOUNG FOR SCHOOL,41,SCHOOL,3772
CHILD TOO YOUNG FOR SCHOOL,41,SHOPPING,1232
CHILD TOO YOUNG FOR SCHOOL,41,SOCIAL,3023
CHILD TOO YOUNG FOR SCHOOL,42,EATOUT,548
CHILD TOO YOUNG FOR SCHOOL,42,ESCORT,993
CHILD TOO YOUNG FOR SCHOOL,42,HOME,469998
CHILD TOO YOUNG FOR SCHOOL,42,OTHER DISCRETIONARY,1967
CHILD TOO YOUNG FOR SCHOOL,42,OTHER MAINTENANCE,1537
CHILD TOO YOUNG FOR SCHOOL,42,SCHOOL,3260
CHILD TOO YOUNG FOR SCHOOL,42,SHOPPING,934
CHILD TOO YOUNG FOR SCHOOL,42,SOCIAL,2206
CHILD TOO YOUNG FOR SCHOOL,43,EATOUT,408
CHILD TOO YOUNG FOR SCHOOL,43,ESCORT,872
CHILD TOO YOUNG FOR SCHOOL,43,HOME,472078
CHILD TOO YOUNG FOR SCHOOL,43,OTHER DISCRETIONARY,1153
CHILD TOO YOUNG FOR SCHOOL,43,OTHER MAINTENANCE,1259
CHILD TOO YOUNG FOR SCHOOL,43,SCHOOL,2905
CHILD TOO YOUNG FOR SCHOOL,43,SHOPPING,832
CHILD TOO YOUNG FOR SCHOOL,43,SOCIAL,1590
CHILD TOO YOUNG FOR SCHOOL,44,EATOUT,304
CHILD TOO YOUNG FOR SCHOOL,44,ESCORT,755
CHILD TOO YOUNG FOR SCHOOL,44,HOME,473513
CHILD TOO YOUNG FOR SCHOOL,44,OTHER DISCRETIONARY,760
CHILD TOO YOUNG FOR SCHOOL,44,OTHER MAINTENANCE,1023
CHILD TOO YOUNG FOR SCHOOL,44,SCHOOL,2629
CHILD TOO YOUNG FOR SCHOOL,44,SHOPPING,775
CHILD TOO YOUNG FOR SCHOOL,44,SOCIAL,1173
CHILD TOO YOUNG FOR SCHOOL,45,EATOUT,205
CHILD TOO YOUNG FOR SCHOOL,45,ESCORT,748
CHILD TOO YOUNG FOR SCHOOL,45,HOME,474724
CHILD TOO YOUNG FOR SCHOOL,45,OTHER DISCRETIONARY,415
CHILD TOO YOUNG FOR SCHOOL,45,OTHER MAINTENANCE,908
CHILD TOO YOUNG FOR SCHOOL,45,SCHOOL,2299
CHILD TOO YOUNG FOR SCHOOL,45,SHOPPING,592
CHILD TOO YOUNG FOR SCHOOL,45,SOCIAL,835
CHILD TOO YOUNG FOR SCHOOL,46,EATOUT,167
CHILD TOO YOUNG FOR SCHOOL,46,ESCORT,654
CHILD TOO YOUNG FOR SCHOOL,46,HOME,475902
CHILD TOO YOUNG FOR SCHOOL,46,OTHER DISCRETIONARY,262
CHILD TOO YOUNG FOR SCHOOL,46,OTHER MAINTENANCE,721
CHILD TOO YOUNG FOR SCHOOL,46,SCHOOL,1843
CHILD TOO YOUNG FOR SCHOOL,46,SHOPPING,478
CHILD TOO YOUNG FOR SCHOOL,46,SOCIAL,515
CHILD TOO YOUNG FOR SCHOOL,47,EATOUT,130
CHILD TOO YOUNG FOR SCHOOL,47,ESCORT,514
CHILD TOO YOUNG FOR SCHOOL,47,HOME,477201
CHILD TOO YOUNG FOR SCHOOL,47,OTHER DISCRETIONARY,116
CHILD TOO YOUNG FOR SCHOOL,47,OTHER MAINTENANCE,433
CHILD TOO YOUNG FOR SCHOOL,47,SCHOOL,1344
CHILD TOO YOUNG FOR SCHOOL,47,SHOPPING,296
CHILD TOO YOUNG FOR SCHOOL,47,SOCIAL,368
CHILD TOO YOUNG FOR SCHOOL,48,EATOUT,67
CHILD TOO YOUNG FOR SCHOOL,48,ESCORT,286
CHILD TOO YOUNG FOR SCHOOL,48,HOME,478400
CHILD TOO YOUNG FOR SCHOOL,48,OTHER DISCRETIONARY,76
CHILD TOO YOUNG FOR SCHOOL,48,OTHER MAINTENANCE,206
CHILD TOO YOUNG FOR SCHOOL,48,SCHOOL,665
CHILD TOO YOUNG FOR SCHOOL,48,SHOPPING,158
CHILD TOO YOUNG FOR SCHOOL,48,SOCIAL,232
FULL-TIME WORKER,1,WORK SUB-TOUR,116
FULL-TIME WORKER,1,EATOUT,220
FULL-TIME WORKER,1,ESCORT,1260
FULL-TIME WORKER,1,HOME,2638125
FULL-TIME WORKER,1,OTHER DISCRETIONARY,384
FULL-TIME WORKER,1,OTHER MAINTENANCE,1444
FULL-TIME WORKER,1,SHOPPING,701
FULL-TIME WORKER,1,SOCIAL,166
FULL-TIME WORKER,1,WORK,5419
FULL-TIME WORKER,2,WORK SUB-TOUR,373
FULL-TIME WORKER,2,EATOUT,523
FULL-TIME WORKER,2,ESCORT,2793
FULL-TIME WORKER,2,HOME,2629428
FULL-TIME WORKER,2,OTHER DISCRETIONARY,702
FULL-TIME WORKER,2,OTHER MAINTENANCE,3163
FULL-TIME WORKER,2,SHOPPING,1680
FULL-TIME WORKER,2,SOCIAL,352
FULL-TIME WORKER,2,WORK,13785
FULL-TIME WORKER,3,WORK SUB-TOUR,772
FULL-TIME WORKER,3,EATOUT,955
FULL-TIME WORKER,3,ESCORT,4545
FULL-TIME WORKER,3,HOME,2618048
FULL-TIME WORKER,3,OTHER DISCRETIONARY,1222
FULL-TIME WORKER,3,OTHER MAINTENANCE,5177
FULL-TIME WORKER,3,SHOPPING,2569
FULL-TIME WORKER,3,SOCIAL,596
FULL-TIME WORKER,3,WORK,28097
FULL-TIME WORKER,4,WORK SUB-TOUR,1280
FULL-TIME WORKER,4,EATOUT,3408
FULL-TIME WORKER,4,ESCORT,7329
FULL-TIME WORKER,4,HOME,2600507
FULL-TIME WORKER,4,OTHER DISCRETIONARY,2358
FULL-TIME WORKER,4,OTHER MAINTENANCE,8482
FULL-TIME WORKER,4,SHOPPING,3783
FULL-TIME WORKER,4,SOCIAL,1105
FULL-TIME WORKER,4,WORK,53730
FULL-TIME WORKER,5,WORK SUB-TOUR,1966
FULL-TIME WORKER,5,EATOUT,5323
FULL-TIME WORKER,5,ESCORT,9099
FULL-TIME WORKER,5,HOME,2568731
FULL-TIME WORKER,5,OTHER DISCRETIONARY,5793
FULL-TIME WORKER,5,OTHER MAINTENANCE,11400
FULL-TIME WORKER,5,SHOPPING,4517
FULL-TIME WORKER,5,SOCIAL,1567
FULL-TIME WORKER,5,WORK,108508
FULL-TIME WORKER,6,WORK SUB-TOUR,2711
FULL-TIME WORKER,6,EATOUT,7240
FULL-TIME WORKER,6,ESCORT,13220
FULL-TIME WORKER,6,HOME,2509695
FULL-TIME WORKER,6,OTHER DISCRETIONARY,8851
FULL-TIME WORKER,6,OTHER MAINTENANCE,15854
FULL-TIME WORKER,6,SHOPPING,6228
FULL-TIME WORKER,6,SOCIAL,2048
FULL-TIME WORKER,6,WORK,212328
FULL-TIME WORKER,7,WORK SUB-TOUR,3425
FULL-TIME WORKER,7,EATOUT,8716
FULL-TIME WORKER,7,ESCORT,21023
FULL-TIME WORKER,7,HOME,2400389
FULL-TIME WORKER,7,OTHER DISCRETIONARY,11477
FULL-TIME WORKER,7,OTHER MAINTENANCE,23156
FULL-TIME WORKER,7,SHOPPING,9093
FULL-TIME WORKER,7,SOCIAL,2641
FULL-TIME WORKER,7,WORK,376401
FULL-TIME WORKER,8,WORK SUB-TOUR,4567
FULL-TIME WORKER,8,EATOUT,10183
FULL-TIME WORKER,8,ESCORT,34596
FULL-TIME WORKER,8,HOME,2233518
FULL-TIME WORKER,8,OTHER DISCRETIONARY,13971
FULL-TIME WORKER,8,OTHER MAINTENANCE,32733
FULL-TIME WORKER,8,SHOPPING,13672
FULL-TIME WORKER,8,SOCIAL,3363
FULL-TIME WORKER,8,WORK,618605
FULL-TIME WORKER,9,WORK SUB-TOUR,6522
FULL-TIME WORKER,9,EATOUT,12073
FULL-TIME WORKER,9,ESCORT,61818
FULL-TIME WORKER,9,HOME,1989244
FULL-TIME WORKER,9,OTHER DISCRETIONARY,17281
FULL-TIME WORKER,9,OTHER MAINTENANCE,43454
FULL-TIME WORKER,9,SHOPPING,19851
FULL-TIME WORKER,9,SOCIAL,4880
FULL-TIME WORKER,9,WORK,925490
FULL-TIME WORKER,10,WORK SUB-TOUR,9319
FULL-TIME WORKER,10,EATOUT,17045
FULL-TIME WORKER,10,ESCORT,100364
FULL-TIME WORKER,10,HOME,1662782
FULL-TIME WORKER,10,OTHER DISCRETIONARY,21595
FULL-TIME WORKER,10,OTHER MAINTENANCE,62801
FULL-TIME WORKER,10,SHOPPING,31684
FULL-TIME WORKER,10,SOCIAL,6296
FULL-TIME WORKER,10,WORK,1175694
FULL-TIME WORKER,11,WORK SUB-TOUR,12956
FULL-TIME WORKER,11,EATOUT,19805
FULL-TIME WORKER,11,ESCORT,100235
FULL-TIME WORKER,11,HOME,1362694
FULL-TIME WORKER,11,OTHER DISCRETIONARY,26480
FULL-TIME WORKER,11,OTHER MAINTENANCE,74802
FULL-TIME WORKER,11,SHOPPING,40323
FULL-TIME WORKER,11,SOCIAL,7117
FULL-TIME WORKER,11,WORK,1379097
FULL-TIME WORKER,12,WORK SUB-TOUR,17854
FULL-TIME WORKER,12,EATOUT,19598
FULL-TIME WORKER,12,ESCORT,77448
FULL-TIME WORKER,12,HOME,1146001
FULL-TIME WORKER,12,OTHER DISCRETIONARY,30766
FULL-TIME WORKER,12,OTHER MAINTENANCE,73778
FULL-TIME WORKER,12,SHOPPING,40714
FULL-TIME WORKER,12,SOCIAL,7664
FULL-TIME WORKER,12,WORK,1523797
FULL-TIME WORKER,13,WORK SUB-TOUR,24463
FULL-TIME WORKER,13,EATOUT,20880
FULL-TIME WORKER,13,ESCORT,52182
FULL-TIME WORKER,13,HOME,995925
FULL-TIME WORKER,13,OTHER DISCRETIONARY,35846
FULL-TIME WORKER,13,OTHER MAINTENANCE,68414
FULL-TIME WORKER,13,SHOPPING,41665
FULL-TIME WORKER,13,SOCIAL,9932
FULL-TIME WORKER,13,WORK,1622796
FULL-TIME WORKER,14,WORK SUB-TOUR,34146
FULL-TIME WORKER,14,EATOUT,20725
FULL-TIME WORKER,14,ESCORT,36147
FULL-TIME WORKER,14,HOME,892722
FULL-TIME WORKER,14,OTHER DISCRETIONARY,39371
FULL-TIME WORKER,14,OTHER MAINTENANCE,63275
FULL-TIME WORKER,14,SHOPPING,41108
FULL-TIME WORKER,14,SOCIAL,11560
FULL-TIME WORKER,14,WORK,1678021
FULL-TIME WORKER,15,WORK SUB-TOUR,50124
FULL-TIME WORKER,15,EATOUT,20276
FULL-TIME WORKER,15,ESCORT,29124
FULL-TIME WORKER,15,HOME,833892
FULL-TIME WORKER,15,OTHER DISCRETIONARY,40848
FULL-TIME WORKER,15,OTHER MAINTENANCE,63779
FULL-TIME WORKER,15,SHOPPING,43597
FULL-TIME WORKER,15,SOCIAL,12607
FULL-TIME WORKER,15,WORK,1714533
FULL-TIME WORKER,16,WORK SUB-TOUR,76550
FULL-TIME WORKER,16,EATOUT,19909
FULL-TIME WORKER,16,ESCORT,25577
FULL-TIME WORKER,16,HOME,786578
FULL-TIME WORKER,16,OTHER DISCRETIONARY,40075
FULL-TIME WORKER,16,OTHER MAINTENANCE,62434
FULL-TIME WORKER,16,SHOPPING,46122
FULL-TIME WORKER,16,SOCIAL,13382
FULL-TIME WORKER,16,WORK,1738832
FULL-TIME WORKER,17,WORK SUB-TOUR,136482
FULL-TIME WORKER,17,EATOUT,22727
FULL-TIME WORKER,17,ESCORT,24649
FULL-TIME WORKER,17,HOME,756835
FULL-TIME WORKER,17,OTHER DISCRETIONARY,38732
FULL-TIME WORKER,17,OTHER MAINTENANCE,62574
FULL-TIME WORKER,17,SHOPPING,47874
FULL-TIME WORKER,17,SOCIAL,14409
FULL-TIME WORKER,17,WORK,1756426
FULL-TIME WORKER,18,WORK SUB-TOUR,278433
FULL-TIME WORKER,18,EATOUT,30194
FULL-TIME WORKER,18,ESCORT,25513
FULL-TIME WORKER,18,HOME,734599
FULL-TIME WORKER,18,OTHER DISCRETIONARY,37305
FULL-TIME WORKER,18,OTHER MAINTENANCE,65151
FULL-TIME WORKER,18,SHOPPING,50832
FULL-TIME WORKER,18,SOCIAL,15694
FULL-TIME WORKER,18,WORK,1759012
FULL-TIME WORKER,19,WORK SUB-TOUR,408389
FULL-TIME WORKER,19,EATOUT,37545
FULL-TIME WORKER,19,ESCORT,26520
FULL-TIME WORKER,19,HOME,719459
FULL-TIME WORKER,19,OTHER DISCRETIONARY,35561
FULL-TIME WORKER,19,OTHER MAINTENANCE,68469
FULL-TIME WORKER,19,SHOPPING,53581
FULL-TIME WORKER,19,SOCIAL,16575
FULL-TIME WORKER,19,WORK,1686786
FULL-TIME WORKER,20,WORK SUB-TOUR,442419
FULL-TIME WORKER,20,EATOUT,42083
FULL-TIME WORKER,20,ESCORT,27430
FULL-TIME WORKER,20,HOME,711555
FULL-TIME WORKER,20,OTHER DISCRETIONARY,33307
FULL-TIME WORKER,20,OTHER MAINTENANCE,70878
FULL-TIME WORKER,20,SHOPPING,54152
FULL-TIME WORKER,20,SOCIAL,16947
FULL-TIME WORKER,20,WORK,1671753
FULL-TIME WORKER,21,WORK SUB-TOUR,340010
FULL-TIME WORKER,21,EATOUT,38990
FULL-TIME WORKER,21,ESCORT,27617
FULL-TIME WORKER,21,HOME,710036
FULL-TIME WORKER,21,OTHER DISCRETIONARY,31282
FULL-TIME WORKER,21,OTHER MAINTENANCE,69770
FULL-TIME WORKER,21,SHOPPING,51455
FULL-TIME WORKER,21,SOCIAL,17364
FULL-TIME WORKER,21,WORK,1722532
FULL-TIME WORKER,22,WORK SUB-TOUR,222768
FULL-TIME WORKER,22,EATOUT,33495
FULL-TIME WORKER,22,ESCORT,28340
FULL-TIME WORKER,22,HOME,711474
FULL-TIME WORKER,22,OTHER DISCRETIONARY,29931
FULL-TIME WORKER,22,OTHER MAINTENANCE,66836
FULL-TIME WORKER,22,SHOPPING,49400
FULL-TIME WORKER,22,SOCIAL,17565
FULL-TIME WORKER,22,WORK,1766927
FULL-TIME WORKER,23,WORK SUB-TOUR,149945
FULL-TIME WORKER,23,EATOUT,30863
FULL-TIME WORKER,23,ESCORT,33936
FULL-TIME WORKER,23,HOME,719418
FULL-TIME WORKER,23,OTHER DISCRETIONARY,29864
FULL-TIME WORKER,23,OTHER MAINTENANCE,66936
FULL-TIME WORKER,23,SHOPPING,50087
FULL-TIME WORKER,23,SOCIAL,18161
FULL-TIME WORKER,23,WORK,1779709
FULL-TIME WORKER,24,WORK SUB-TOUR,98412
FULL-TIME WORKER,24,EATOUT,29145
FULL-TIME WORKER,24,ESCORT,40472
FULL-TIME WORKER,24,HOME,738053
FULL-TIME WORKER,24,OTHER DISCRETIONARY,30703
FULL-TIME WORKER,24,OTHER MAINTENANCE,67305
FULL-TIME WORKER,24,SHOPPING,53527
FULL-TIME WORKER,24,SOCIAL,19234
FULL-TIME WORKER,24,WORK,1766235
